Player_Names,Player_valuation,Age,Height,Position,Foot,Y_Contract_Left,Actual_Club,Data_League,Goals,Assists,Non.Penalty.Goals,Penalty.Kicks.Made,Penalty.Kicks.Attempted,Yellow.Cards,Red.Cards,xG,npxG,xA,npxG.xA,Goals.1,Shots.Total,Shots.on.target,Shots.on.target..,Goals.Shot,Goals.Shot.on.target,Average.Shot.Distance,Shots.from.free.kicks,Penalty.Kicks.Made.1,Penalty.Kicks.Attempted.1,xG.1,npxG.1,npxG.Sh,Goals...xG,Non.Penalty.Goals...npxG,Passes.Completed,Passes.Attempted,Pass.Completion..,Total.Passing.Distance,Progressive.Passing.Distance,Passes.Completed..Short.,Passes.Attempted..Short.,Pass.Completion....Short.,Passes.Completed..Medium.,Passes.Attempted..Medium.,Pass.Completion....Medium.,Passes.Completed..Long.,Passes.Attempted..Long.,Pass.Completion....Long.,Assists.1,xA.1,Key.Passes,Passes.into.Final.Third,Passes.into.Penalty.Area,Crosses.into.Penalty.Area,Progressive.Passes,Passes.Attempted.1,Live.ball.passes,Dead.ball.passes,Passes.from.Free.Kicks,Through.Balls,Passes.Under.Pressure,Switches,Crosses,Corner.Kicks,Inswinging.Corner.Kicks,Outswinging.Corner.Kicks,Straight.Corner.Kicks,Ground.passes,Low.Passes,High.Passes,Passes.Attempted..Left.,Passes.Attempted..Right.,Passes.Attempted..Head.,Throw.Ins.taken,Passes.Attempted..Other.,Passes.Completed.1,Passes.Offside,Passes.Out.of.Bounds,Passes.Intercepted,Passes.Blocked,Shot.Creating.Actions,SCA..PassLive.,SCA..PassDead.,SCA..Drib.,SCA..Sh.,SCA..Fld.,SCA..Def.,Goal.Creating.Actions,GCA..PassLive.,GCA..PassDead.,GCA..Drib.,GCA..Sh.,GCA..Fld.,GCA..Def.,Tackles,Tackles.Won,Tackles..Def.3rd.,Tackles..Mid.3rd.,Tackles..Att.3rd.,Dribblers.Tackled,Dribbles.Contested,X..of.dribblers.tackled,Dribbled.Past,Pressures,Successful.Pressures,Successful.Pressure..,Pressures..Def.3rd.,Pressures..Mid.3rd.,Pressures..Att.3rd.,Blocks,Shots.Blocked,Shots.Saved,Passes.Blocked.1,Interceptions,Tkl.Int,Clearances,Errors,Touches,Touches..Def.Pen.,Touches..Def.3rd.,Touches..Mid.3rd.,Touches..Att.3rd.,Touches..Att.Pen.,Touches..Live.Ball.,Dribbles.Completed,Dribbles.Attempted,Successful.Dribble..,Players.Dribbled.Past,Nutmegs,Carries,Total.Carrying.Distance,Progressive.Carrying.Distance,Progressive.Carries,Carries.into.Final.Third,Carries.into.Penalty.Area,Miscontrols,Dispossessed,Pass.Targets,Passes.Received,Passes.Received..,Progressive.Passes.Rec,Yellow.Cards.1,Red.Cards.1,Second.Yellow.Card,Fouls.Committed,Fouls.Drawn,Offsides,Crosses.1,Interceptions.1,Tackles.Won.1,Penalty.Kicks.Won,Penalty.Kicks.Conceded,Own.Goals,Ball.Recoveries,Aerials.won,Aerials.lost,X..of.Aerials.Won
Everton Luiz,400000,33,1.73,Defensive Midfield,right,0.83013698630137,Real Salt Lake City,Major League Soccer,0.0,0.05,0.0,0.0,0.0,0.38,0.0,0.02,0.02,0.05,0.06,0.0,0.49,0.05,11.1,0.0,0.0,24.5,0.0,0.0,0.0,0.02,0.02,0.04,-0.02,-0.02,35.23,40.26,87.5,634.38,151.59,15.26,17.1,89.2,15.59,17.7,88.1,4.0,4.6,87.1,0.05,0.05,0.49,2.92,0.22,0.0,2.44,40.26,38.59,1.68,1.41,0.05,6.06,0.32,0.11,0.0,0.0,0.0,0.0,32.47,4.17,3.63,2.06,34.91,2.33,0.27,0.16,35.23,0.16,0.32,0.97,0.43,1.24,0.87,0.11,0.0,0.05,0.16,0.05,0.11,0.11,0.0,0.0,0.0,0.0,0.0,3.19,2.0,1.41,1.46,0.32,1.03,2.92,35.2,1.89,22.08,6.49,29.4,8.06,11.47,2.54,1.3,0.16,0.0,1.14,2.06,5.25,1.19,0.05,51.58,1.41,12.45,35.72,8.01,0.27,50.22,0.76,1.62,46.7,0.97,0.11,34.42,208.85,99.25,3.3,1.3,0.05,0.97,0.81,34.47,31.88,92.5,1.24,0.38,0.0,0.0,2.0,1.95,0.0,0.11,2.06,2.0,0.0,0.0,0.0,9.36,0.81,0.54,60.0
Ewerton,250000,32,1.88,Centre-Back,left,,Without Club,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.01,0.03,0.0,0.54,0.13,25.0,0.0,0.0,8.5,0.0,0.0,0.0,0.03,0.03,0.05,-0.03,-0.03,33.09,38.66,85.6,722.82,202.42,8.59,9.19,93.4,19.33,21.14,91.4,5.1,7.99,63.9,0.0,0.01,0.07,0.94,0.07,0.0,1.34,38.66,37.18,1.48,1.41,0.0,10.0,1.21,0.0,0.0,0.0,0.0,0.0,28.32,3.62,6.71,31.41,4.09,1.34,0.07,0.2,33.09,0.2,0.4,0.4,0.27,0.34,0.27,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.21,1.54,0.2,0.0,0.67,1.28,52.6,0.6,6.58,2.15,32.7,5.3,1.28,0.0,1.68,0.74,0.0,0.94,1.28,3.02,8.93,0.13,52.68,9.6,36.85,18.05,1.01,0.81,51.28,0.67,0.67,100.0,0.67,0.0,31.34,148.39,66.04,0.4,0.07,0.0,0.13,0.2,28.12,27.52,97.9,0.54,0.13,0.0,0.0,1.14,0.27,0.07,0.0,1.28,1.21,0.0,0.0,0.07,10.07,3.56,1.34,72.6
Exequiel Palacios,15000000,23,1.77,Central Midfield,right,3.32876712328767,Bayer 04 Leverkusen,Bundesliga,0.06,0.06,0.06,0.0,0.0,0.18,0.0,0.02,0.02,0.13,0.15,0.06,0.42,0.12,28.6,0.14,0.5,23.0,0.0,0.0,0.0,0.02,0.02,0.06,0.04,0.04,61.75,70.2,88.0,1102.94,313.04,29.15,31.87,91.5,23.72,26.5,89.5,7.79,9.72,80.1,0.06,0.13,0.85,5.55,0.72,0.0,5.67,70.2,68.21,1.99,1.45,0.24,11.47,1.93,0.18,0.06,0.0,0.0,0.0,55.11,8.03,7.06,6.82,60.85,1.57,0.42,0.24,61.75,0.24,0.48,2.35,0.91,2.17,1.93,0.0,0.12,0.0,0.06,0.06,0.36,0.3,0.0,0.0,0.0,0.0,0.06,3.98,2.54,1.93,1.63,0.42,1.33,3.44,38.6,2.11,23.12,7.42,32.1,8.45,12.01,2.66,2.17,0.12,0.0,2.05,3.68,7.67,0.97,0.06,82.39,2.84,23.3,51.19,12.31,0.36,80.58,0.6,0.85,71.4,0.6,0.0,57.22,201.43,98.39,2.9,1.03,0.0,0.6,1.27,59.46,56.74,95.4,1.39,0.18,0.0,0.0,1.45,1.81,0.06,0.18,3.68,2.54,0.0,0.0,0.0,11.77,0.48,0.72,40.0
Ezequiel Ávila,9000000,28,1.72,Centre-Forward,right,1.32602739726027,CA Osasuna,La Liga,0.26,0.06,0.26,0.0,0.0,0.45,0.06,0.19,0.19,0.05,0.24,0.26,3.04,0.91,29.8,0.09,0.29,22.9,0.13,0.0,0.0,0.19,0.19,0.06,0.06,0.06,13.4,23.83,56.3,271.75,74.85,5.31,8.55,62.1,5.63,8.74,64.4,2.27,4.86,46.7,0.06,0.05,0.52,1.49,1.04,0.65,1.88,23.83,23.18,0.65,0.06,0.0,6.22,1.36,2.27,0.06,0.0,0.0,0.0,9.0,6.8,8.03,4.79,12.88,3.04,0.19,0.91,13.4,0.13,1.17,0.97,1.49,1.49,0.97,0.0,0.0,0.13,0.26,0.13,0.26,0.13,0.0,0.0,0.0,0.06,0.06,0.84,0.45,0.32,0.39,0.13,0.65,1.3,50.0,0.65,14.24,3.88,27.3,1.88,5.89,6.47,1.49,0.13,0.0,1.36,1.23,2.07,0.78,0.0,36.58,0.65,4.01,16.38,18.26,2.85,35.81,0.19,1.04,18.8,0.58,0.19,19.88,109.36,51.41,2.85,0.97,0.19,2.07,1.36,46.55,25.45,54.7,4.92,0.45,0.06,0.06,1.81,2.01,0.84,2.27,1.23,0.45,0.0,0.0,0.0,5.24,2.59,5.12,33.6
Ezequiel Muñoz,225000,31,1.86,Centre-Back,right,0.83013698630137,Club Estudiantes de La Plata,La Liga,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.03,0.03,0.04,0.06,0.0,0.38,0.13,33.3,0.0,0.0,7.9,0.0,0.0,0.0,0.03,0.03,0.07,-0.03,-0.03,25.07,33.45,75.0,523.11,158.19,7.23,9.08,79.6,12.92,15.8,81.8,4.03,7.42,54.3,0.06,0.04,0.19,0.51,0.0,0.0,0.58,33.45,32.56,0.9,0.83,0.0,5.63,0.51,0.06,0.0,0.0,0.0,0.0,21.62,3.9,7.93,4.61,23.03,4.03,0.06,0.13,25.07,0.0,1.28,0.32,0.51,0.45,0.38,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,2.24,1.47,1.54,0.7,0.0,0.58,1.54,37.5,0.96,9.4,4.16,44.2,6.52,2.81,0.06,1.15,0.51,0.0,0.64,1.28,3.52,4.09,0.13,42.92,6.14,28.08,15.74,0.9,0.7,42.03,0.19,0.19,100.0,0.19,0.0,21.62,100.11,30.19,0.32,0.06,0.0,0.26,0.13,19.83,19.25,97.1,0.51,0.13,0.0,0.0,1.22,0.51,0.13,0.06,1.28,1.47,0.0,0.0,0.0,12.35,2.69,1.41,65.6
Ezequiel Ponce,7000000,24,1.81,Centre-Forward,right,0.326027397260274,Elche CF,Ligue 1,0.16,0.08,0.16,0.0,0.0,0.16,0.0,0.25,0.25,0.14,0.39,0.16,1.72,0.41,23.8,0.1,0.4,12.5,0.0,0.0,0.0,0.25,0.25,0.15,-0.09,-0.09,16.0,21.5,74.4,237.02,30.44,9.35,12.22,76.5,5.09,6.32,80.5,0.98,1.48,66.7,0.08,0.14,0.9,0.49,0.33,0.0,1.07,21.5,19.69,1.8,0.16,0.0,4.02,0.57,0.25,0.0,0.0,0.0,0.0,14.6,2.46,4.43,2.54,13.95,2.71,0.16,0.9,16.0,0.0,0.25,0.98,0.41,1.48,1.23,0.08,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.49,0.41,0.16,0.25,0.08,0.0,0.16,0.0,0.16,19.44,4.84,24.9,1.07,8.2,10.17,0.57,0.08,0.0,0.49,0.08,0.57,0.49,0.0,31.67,0.66,2.71,15.42,15.83,4.1,29.86,1.15,1.23,93.3,1.15,0.0,21.25,93.12,23.71,1.15,0.33,0.41,3.04,1.89,40.45,24.2,59.8,10.26,0.16,0.0,0.0,2.71,0.98,0.98,0.25,0.08,0.41,0.0,0.0,0.0,2.87,1.31,2.63,33.3
Ezequiel Schelotto,350000,32,1.87,Right-Back,right,1.83013698630137,Racing Club,Premier League,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.05,0.05,0.1,0.0,0.48,0.14,28.6,0.0,0.0,22.6,0.0,0.0,0.0,0.05,0.05,0.1,-0.05,-0.05,30.66,40.97,74.8,555.3,237.15,13.25,15.02,88.2,13.11,17.62,74.4,3.69,6.42,57.4,0.0,0.05,0.27,2.32,0.48,0.27,1.91,40.97,31.34,9.63,0.55,0.0,6.9,0.61,1.98,0.0,0.0,0.0,0.0,19.53,11.61,9.83,2.25,26.84,1.78,9.08,0.27,30.66,0.0,0.34,1.57,1.78,0.89,0.61,0.07,0.0,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.82,1.09,0.55,0.07,1.23,2.46,50.0,1.23,11.61,3.48,30.0,6.97,3.35,1.3,1.09,0.27,0.0,0.82,1.43,3.14,4.44,0.14,53.13,4.71,20.28,23.49,12.91,1.09,43.77,0.96,1.43,66.7,1.09,0.07,28.2,156.1,91.5,3.69,1.16,0.2,1.16,1.5,29.36,26.49,90.2,1.71,0.2,0.0,0.0,0.75,0.68,0.0,1.98,1.43,0.82,0.0,0.0,0.0,7.44,2.19,1.3,62.7
Ezgjan Alioski,6500000,30,1.71,Left-Back,left,1.32602739726027,Al-Ahli Jeddah,Pro League,0.0,0.28,0.0,0.0,0.0,0.37,0.0,0.05,0.05,0.14,0.18,0.0,1.01,0.28,27.3,0.0,0.0,17.8,0.0,0.0,0.0,0.05,0.05,0.05,-0.05,-0.05,39.57,52.18,75.8,742.09,339.48,15.83,18.04,87.8,19.42,23.37,83.1,4.05,8.1,50.0,0.28,0.14,0.92,1.75,1.1,0.37,4.51,52.18,41.23,10.95,1.29,0.09,6.17,0.92,1.93,0.0,0.0,0.0,0.0,27.15,15.83,9.2,35.61,3.96,2.12,9.66,0.0,39.57,0.09,1.38,2.48,2.21,2.12,1.75,0.09,0.0,0.28,0.0,0.0,0.55,0.37,0.09,0.0,0.09,0.0,0.0,3.04,1.75,2.21,0.64,0.18,1.38,3.22,42.9,1.84,19.6,5.15,26.3,10.12,6.99,2.48,1.84,0.09,0.0,1.75,1.93,4.97,2.3,0.0,63.77,3.31,24.02,26.96,17.48,1.38,53.37,0.37,1.01,36.4,0.46,0.18,34.14,176.87,116.41,4.05,2.12,0.09,0.83,0.64,37.36,34.51,92.4,1.47,0.37,0.0,0.0,1.75,1.84,0.18,1.93,1.93,1.75,0.0,0.09,0.0,8.65,1.56,1.01,60.7
Ezri Konsa,25000000,24,1.83,Centre-Back,right,4.32876712328767,Aston Villa,Premier League,0.06,0.0,0.06,0.0,0.0,0.18,0.06,0.07,0.07,0.01,0.09,0.06,0.71,0.24,33.3,0.08,0.25,7.6,0.0,0.0,0.0,0.07,0.07,0.1,-0.01,-0.01,29.73,34.46,86.3,616.31,182.38,8.27,9.18,90.1,16.69,17.86,93.4,4.39,6.62,66.2,0.0,0.01,0.15,0.97,0.03,0.0,1.24,34.46,32.82,1.65,1.12,0.03,4.12,0.79,0.06,0.0,0.0,0.0,0.0,25.72,3.53,5.21,3.68,27.22,1.8,0.5,0.24,29.73,0.0,0.71,0.65,0.41,0.32,0.29,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.65,0.62,0.47,0.03,0.32,0.53,61.1,0.21,6.47,2.06,31.8,3.59,2.41,0.47,1.74,0.97,0.0,0.77,1.44,2.56,4.36,0.03,44.29,8.77,26.25,17.1,2.85,1.35,42.94,0.18,0.21,85.7,0.18,0.0,25.1,105.8,52.18,0.97,0.21,0.0,0.29,0.18,27.78,26.31,94.7,0.21,0.18,0.06,0.03,0.65,1.27,0.03,0.06,1.44,0.65,0.0,0.06,0.0,6.86,2.3,1.65,58.2
Fabián Balbuena,6000000,30,1.88,Centre-Back,right,3.32876712328767,Dynamo Moscow,Premier League,0.08,0.0,0.08,0.0,0.0,0.08,0.08,0.05,0.05,0.0,0.05,0.08,0.6,0.15,25.0,0.13,0.5,9.6,0.0,0.0,0.0,0.05,0.05,0.08,0.03,0.03,26.82,34.93,76.8,646.3,247.61,5.78,6.61,87.5,14.05,16.0,87.8,6.69,11.57,57.8,0.0,0.0,0.0,2.48,0.0,0.0,2.25,34.93,32.98,1.95,1.73,0.0,2.4,1.28,0.0,0.0,0.0,0.0,0.0,21.71,3.08,10.14,3.91,28.32,1.8,0.23,0.08,26.82,0.23,0.75,0.38,0.53,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.05,1.5,0.3,0.0,0.9,1.8,50.0,0.9,10.07,3.38,33.6,6.61,3.31,0.15,1.88,0.45,0.08,1.43,1.05,2.85,6.69,0.08,45.9,6.76,23.81,22.61,1.8,0.75,44.25,0.15,0.23,66.7,0.15,0.0,24.42,113.81,52.29,0.98,0.23,0.0,0.15,0.0,25.24,24.19,95.8,0.38,0.08,0.08,0.0,0.9,0.3,0.0,0.0,1.05,1.05,0.0,0.0,0.0,8.56,1.95,1.28,60.5
Fabian Frei,500000,33,1.83,Defensive Midfield,right,2.32876712328767,FC Basel 1893,Swiss Super League,0.11,0.0,0.11,0.0,0.0,0.11,0.0,0.06,0.06,0.04,0.11,0.11,1.01,0.45,44.4,0.11,0.25,21.4,0.0,0.0,0.0,0.06,0.06,0.06,0.06,0.06,36.92,46.35,79.7,746.82,202.56,13.24,15.82,83.7,17.39,20.09,86.6,5.84,9.2,63.4,0.0,0.04,0.9,3.48,0.45,0.0,4.49,46.35,44.55,1.8,1.57,0.0,7.07,1.12,0.0,0.0,0.0,0.0,0.0,28.73,8.19,9.43,5.5,37.14,2.69,0.11,0.22,36.92,0.11,1.12,0.22,0.9,2.58,2.02,0.0,0.11,0.22,0.0,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.8,1.12,0.34,1.12,0.34,0.22,1.46,15.4,1.23,18.74,4.94,26.3,5.16,11.45,2.13,0.67,0.0,0.0,0.67,1.23,3.03,2.13,0.0,54.54,1.8,12.57,35.46,7.97,0.67,53.08,0.56,0.9,62.5,0.67,0.0,34.45,120.41,68.23,2.81,0.34,0.11,0.34,0.56,36.92,33.55,90.9,1.57,0.11,0.0,0.0,1.12,1.01,0.0,0.0,1.23,1.12,0.0,0.0,0.0,11.33,0.79,0.67,53.8
Fabian Johnson,250000,34,1.83,Left Winger,right,,Without Club,Bundesliga,0.09,0.0,0.09,0.0,0.0,0.09,0.0,0.09,0.09,0.11,0.2,0.09,0.18,0.09,50.0,0.5,1.0,12.1,0.0,0.0,0.0,0.09,0.09,0.49,0.0,0.0,40.64,49.98,81.3,709.51,198.05,17.43,20.28,86.0,19.21,21.43,89.6,3.65,6.49,56.2,0.0,0.11,0.53,2.58,0.89,0.18,2.93,49.98,44.73,5.25,0.71,0.0,8.89,0.36,1.07,0.0,0.0,0.0,0.0,36.28,7.74,5.96,10.76,32.82,1.25,4.54,0.27,40.64,0.0,0.53,1.25,1.87,1.33,1.07,0.0,0.09,0.0,0.18,0.0,0.18,0.09,0.0,0.0,0.0,0.09,0.0,1.16,0.53,0.27,0.89,0.0,0.44,0.71,62.5,0.27,11.38,2.85,25.0,4.0,5.6,1.78,1.51,0.36,0.0,1.16,0.62,1.78,1.42,0.09,57.01,2.93,15.47,32.91,13.43,1.33,52.2,0.18,0.27,66.7,0.18,0.0,40.11,212.1,115.79,4.54,2.4,0.18,1.07,0.53,45.62,39.93,87.5,3.47,0.09,0.0,0.0,0.62,1.51,0.27,1.07,0.62,0.53,0.09,0.0,0.0,7.2,0.53,1.25,30.0
Fabian Klos,800000,34,1.94,Centre-Forward,right,0.326027397260274,Arminia Bielefeld,Bundesliga,0.21,0.04,0.08,0.12,0.17,0.17,0.04,0.36,0.24,0.09,0.33,0.21,2.57,0.83,32.3,0.03,0.1,15.6,0.0,0.12,0.17,0.36,0.24,0.09,-0.16,-0.16,15.36,29.27,52.5,244.17,76.75,8.65,13.7,63.1,4.93,10.39,47.4,1.32,3.1,42.7,0.04,0.09,0.95,2.28,0.7,0.12,2.94,29.27,28.15,1.12,0.04,0.08,12.13,0.7,1.16,0.0,0.0,0.0,0.0,9.85,9.6,9.81,2.98,13.66,4.47,0.29,0.7,15.36,0.29,0.7,1.49,1.45,1.86,1.53,0.0,0.12,0.12,0.04,0.04,0.08,0.04,0.0,0.04,0.0,0.0,0.0,0.58,0.25,0.21,0.29,0.08,0.17,0.91,18.2,0.75,16.93,4.76,28.1,1.49,7.2,8.24,0.75,0.17,0.0,0.58,0.41,0.99,1.37,0.0,40.57,1.49,3.73,19.25,18.96,5.17,39.29,0.66,0.95,69.6,0.66,0.0,17.1,68.31,31.13,1.95,0.33,0.33,2.82,1.12,54.48,30.35,55.7,5.46,0.17,0.04,0.0,1.82,1.49,0.21,1.16,0.41,0.25,0.0,0.0,0.0,5.09,8.49,7.82,52.0
Fabian Kunze,1000000,23,1.91,Defensive Midfield,right,0.326027397260274,Arminia Bielefeld,Bundesliga,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.02,0.02,0.01,0.03,0.0,0.74,0.07,9.1,0.0,0.0,24.9,0.0,0.0,0.0,0.02,0.02,0.03,-0.02,-0.02,25.34,34.75,72.9,446.3,124.35,12.03,14.65,82.1,9.68,12.5,77.4,2.96,5.78,51.2,0.0,0.01,0.4,2.55,0.47,0.2,2.76,34.75,33.61,1.14,0.67,0.0,7.19,0.54,0.54,0.0,0.0,0.0,0.0,18.82,8.4,7.53,3.83,23.86,3.29,0.47,0.2,25.34,0.07,0.87,1.41,0.87,1.21,0.81,0.0,0.13,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,1.81,1.14,1.68,0.13,1.21,2.62,46.2,1.41,21.24,5.85,27.5,6.65,12.17,2.42,1.55,0.07,0.0,1.48,1.75,4.71,2.55,0.0,47.59,2.62,12.57,28.16,8.94,0.47,46.51,1.08,1.68,64.0,1.08,0.13,23.66,94.77,47.86,2.15,0.81,0.13,0.4,1.34,26.01,22.79,87.6,0.94,0.54,0.0,0.0,2.89,1.88,0.0,0.54,1.75,1.81,0.0,0.0,0.0,12.91,3.76,2.35,61.5
Fabián Orellana,1500000,36,1.68,Right Winger,right,1.83013698630137,CD Universidad Católica,Primera División,0.43,0.14,0.14,0.28,0.28,0.14,0.0,0.37,0.16,0.28,0.44,0.43,1.14,0.28,25.0,0.13,0.5,20.3,0.0,0.28,0.28,0.37,0.16,0.14,0.06,-0.01,24.84,34.5,72.0,510.76,153.31,11.36,13.2,86.0,8.23,10.08,81.7,4.83,8.8,54.8,0.14,0.28,1.56,1.7,1.42,0.43,3.55,34.5,29.24,5.25,2.41,0.28,7.24,2.41,2.7,1.42,1.28,0.0,0.0,18.17,6.39,9.94,4.68,25.84,1.85,1.42,0.43,24.84,0.0,0.99,1.14,1.56,3.55,1.99,0.71,0.43,0.0,0.43,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.0,1.28,0.99,0.57,0.57,0.14,0.57,2.56,22.2,1.99,15.9,4.12,25.9,6.1,7.38,2.41,1.85,0.0,0.0,1.85,0.85,2.13,0.57,0.0,48.83,1.14,7.81,22.85,24.13,3.69,44.15,1.56,4.26,36.7,1.7,0.28,35.49,218.9,155.3,6.53,3.27,0.57,2.27,2.41,41.88,31.51,75.3,4.97,0.14,0.0,0.0,1.28,2.7,0.28,2.7,0.85,0.99,0.0,0.0,0.0,7.81,0.57,1.99,22.2
Fabián Ruiz Peña,55000000,25,1.89,Central Midfield,left,1.32602739726027,SSC Napoli,Serie A,0.22,0.08,0.22,0.0,0.0,0.17,0.0,0.07,0.07,0.11,0.18,0.22,1.38,0.5,36.0,0.16,0.44,22.4,0.0,0.0,0.0,0.07,0.07,0.05,0.15,0.15,70.71,79.16,89.3,1338.45,328.79,30.96,33.58,92.2,27.36,29.47,92.9,10.92,13.05,83.7,0.08,0.11,1.41,7.24,1.35,0.19,5.56,79.16,77.12,2.05,1.74,0.17,12.55,3.43,0.64,0.11,0.0,0.03,0.0,61.39,8.62,9.15,69.16,8.18,1.13,0.08,0.22,70.71,0.17,0.72,2.24,1.6,3.21,2.82,0.0,0.08,0.11,0.11,0.08,0.39,0.33,0.0,0.03,0.0,0.03,0.0,1.85,1.44,0.86,0.69,0.3,0.83,2.52,33.0,1.69,17.61,5.58,31.7,5.8,7.91,3.9,1.3,0.14,0.0,1.16,1.96,3.81,1.44,0.0,88.67,3.48,20.23,53.43,21.53,1.19,86.88,0.69,0.97,71.4,0.69,0.11,62.83,301.21,165.57,6.69,2.38,0.3,0.61,0.72,75.07,71.37,95.1,2.9,0.17,0.0,0.0,0.69,1.11,0.03,0.64,1.96,1.44,0.0,0.0,0.0,7.68,0.47,0.5,48.6
Fabian Schär,7000000,30,1.86,Centre-Back,right,0.326027397260274,Newcastle United,Premier League,0.12,0.12,0.06,0.06,0.06,0.19,0.06,0.11,0.06,0.02,0.08,0.12,0.74,0.19,25.0,0.08,0.33,13.4,0.0,0.06,0.06,0.11,0.06,0.08,0.02,0.01,26.89,38.39,70.0,700.71,271.42,6.18,7.6,81.3,12.92,14.84,87.1,7.73,15.52,49.8,0.12,0.02,0.12,2.91,0.49,0.06,1.48,38.39,35.42,2.97,2.41,0.06,4.33,2.91,0.19,0.0,0.0,0.0,0.0,20.89,4.14,13.35,5.5,29.3,1.92,0.56,0.12,26.89,0.25,1.05,1.85,0.56,0.8,0.56,0.06,0.12,0.06,0.0,0.0,0.25,0.19,0.0,0.06,0.0,0.0,0.0,0.93,0.56,0.74,0.19,0.0,0.56,0.8,69.2,0.25,6.43,2.16,33.7,3.65,2.23,0.56,1.36,0.87,0.12,0.49,3.65,4.57,5.32,0.12,50.19,8.72,30.16,20.83,3.21,1.11,47.23,0.37,0.74,50.0,0.43,0.0,28.0,175.61,107.43,2.16,0.62,0.0,0.12,0.25,28.0,27.14,96.9,0.19,0.19,0.06,0.0,1.36,0.37,0.12,0.19,3.65,0.56,0.0,0.0,0.0,7.91,2.16,2.04,51.5
Fabiano Parisi,3500000,21,1.78,Left-Back,left,1.32602739726027,FC Empoli,Serie A,0.0,0.11,0.0,0.0,0.0,0.43,0.0,0.04,0.04,0.05,0.1,0.0,1.3,0.43,33.3,0.0,0.0,19.7,0.0,0.0,0.0,0.04,0.04,0.03,-0.04,-0.04,40.45,52.16,77.5,760.12,312.51,16.48,18.0,91.6,18.43,22.55,81.7,4.99,9.43,52.9,0.11,0.05,0.87,3.8,1.95,0.0,6.18,52.16,42.29,9.87,1.41,0.0,5.53,0.65,2.39,0.11,0.0,0.0,0.0,29.06,10.3,12.8,41.53,1.41,0.76,8.35,0.0,40.45,0.33,0.98,2.06,1.84,2.71,1.84,0.0,0.65,0.11,0.0,0.11,0.43,0.22,0.0,0.22,0.0,0.0,0.0,2.49,1.73,1.52,0.87,0.11,0.98,1.95,50.0,0.98,17.02,5.53,32.5,7.16,7.16,2.71,1.95,0.43,0.0,1.52,2.39,4.88,1.63,0.0,66.69,4.77,22.55,31.88,19.84,1.95,57.47,1.63,3.58,45.5,1.84,0.0,45.65,302.53,194.53,8.24,3.8,0.54,1.73,1.3,38.93,36.76,94.4,1.3,0.43,0.0,0.0,2.39,2.06,0.0,2.39,2.39,1.73,0.0,0.0,0.0,10.63,0.33,0.87,27.3
Fabien Centonze,8000000,26,1.82,Right-Back,right,2.32876712328767,FC Metz,Ligue 1,0.19,0.04,0.19,0.0,0.0,0.19,0.0,0.05,0.05,0.03,0.08,0.19,0.92,0.38,41.7,0.21,0.5,21.3,0.0,0.0,0.0,0.05,0.05,0.06,0.14,0.14,39.04,48.58,80.4,628.38,258.77,20.27,22.58,89.8,15.81,19.04,83.0,2.31,5.04,45.8,0.04,0.03,0.5,1.73,0.73,0.31,2.5,48.58,40.15,8.42,0.73,0.0,5.15,0.73,2.04,0.0,0.0,0.0,0.0,30.85,8.54,9.19,7.58,30.77,1.88,7.69,0.08,39.04,0.04,0.5,1.62,1.42,1.27,0.85,0.04,0.08,0.04,0.15,0.12,0.08,0.08,0.0,0.0,0.0,0.0,0.0,2.46,1.42,1.54,0.73,0.19,0.81,1.58,51.2,0.77,14.19,4.54,32.0,6.04,5.81,2.35,2.27,0.27,0.0,2.0,2.96,5.42,2.88,0.04,64.69,3.88,21.92,31.27,16.54,1.15,56.54,2.12,3.62,58.5,2.15,0.08,40.04,246.54,155.69,7.42,1.88,0.31,1.42,1.27,41.46,37.62,90.7,1.96,0.19,0.0,0.0,1.23,1.81,0.04,2.04,2.96,1.42,0.0,0.0,0.0,7.27,1.15,0.73,61.2
